   road1    |   road2    |                                                  intersection                                                  
  790915392 |  790915394 | 0101000020110F0000393C81D722CE63C1B0EC18BB8B665541
  790915392 |  790915394 | 0101000020110F0000393C81D722CE63C1B0EC18BB8B665541
  790915392 |  790915394 | 0101000020110F0000393C81D722CE63C1B0EC18BB8B665541
  790915392 |  790915394 | 0101000020110F0000393C81D722CE63C1B0EC18BB8B665541
  790915392 |  790915394 | 0101000020110F0000393C81D722CE63C1B0EC18BB8B665541
  790915392 |  790915394 | 0101000020110F0000393C81D722CE63C1B0EC18BB8B665541
  790915392 |  790915394 | 0101000020110F0000393C81D722CE63C1B0EC18BB8B665541
  790915392 |  790915394 | 0101000020110F0000393C81D722CE63C1B0EC18BB8B665541
 1045129780 | 1054295112 | 0101000020110F000094296F6135CC63C1BE85DAE1C8735541
 1045129780 | 1054295112 | 0101000020110F000094296F6135CC63C1BE85DAE1C8735541
 1045129780 | 1054295112 | 0101000020110F000094296F6135CC63C1BE85DAE1C8735541
 1045129780 | 1054295112 | 0101000020110F000094296F6135CC63C1BE85DAE1C8735541
 1045129780 | 1054295112 | 0101000020110F000094296F6135CC63C1BE85DAE1C8735541
 1045129780 | 1054295112 | 0101000020110F000094296F6135CC63C1BE85DAE1C8735541
 1045129780 | 1054295112 | 0101000020110F000094296F6135CC63C1BE85DAE1C8735541
   90960301 |  872867049 | 0101000020110F0000CA44A6270FCC63C1B0B802E6FD675541
   90960301 |  872867049 | 0101000020110F0000CA44A6270FCC63C1B0B802E6FD675541
   90960301 |  872867049 | 0101000020110F0000CA44A6270FCC63C1B0B802E6FD675541
   90960301 |  872867049 | 0101000020110F0000CA44A6270FCC63C1B0B802E6FD675541
   90960301 |  872867049 | 0101000020110F0000CA44A6270FCC63C1B0B802E6FD675541
   90960301 |  872867049 | 0101000020110F0000CA44A6270FCC63C1B0B802E6FD675541
   90960301 |  872867049 | 0101000020110F0000CA44A6270FCC63C1B0B802E6FD675541
   90960301 |  872867049 | 0101000020110F0000CA44A6270FCC63C1B0B802E6FD675541
    6032808 |    6042932 | 0101000020110F0000F42380DB59D163C182C2355C37685541
  946485769 |  946485771 | 0101000020110F0000AC86E002E6CC63C17A38B91C9C645541
  946485769 |  946485771 | 0101000020110F0000AC86E002E6CC63C17A38B91C9C645541
  946485769 |  946485771 | 0101000020110F0000AC86E002E6CC63C17A38B91C9C645541
  946485769 |  946485771 | 0101000020110F0000AC86E002E6CC63C17A38B91C9C645541
  946485769 |  946485771 | 0101000020110F0000AC86E002E6CC63C17A38B91C9C645541
  946485769 |  946485771 | 0101000020110F0000AC86E002E6CC63C17A38B91C9C645541
  946485769 |  946485771 | 0101000020110F0000AC86E002E6CC63C17A38B91C9C645541
  946485769 |  946485771 | 0101000020110F0000AC86E002E6CC63C17A38B91C9C645541
    6032808 |    6042932 | 0101000020110F0000F42380DB59D163C182C2355C37685541
    6032808 |    6042932 | 0101000020110F0000F42380DB59D163C182C2355C37685541
    6032808 |    6042932 | 0101000020110F0000F42380DB59D163C182C2355C37685541
    6032808 |    6042932 | 0101000020110F0000F42380DB59D163C182C2355C37685541
    6032808 |    6042932 | 0101000020110F0000F42380DB59D163C182C2355C37685541
    6032808 |    6042932 | 0101000020110F0000F42380DB59D163C182C2355C37685541
    6032808 |    6042932 | 0101000020110F0000F42380DB59D163C182C2355C37685541
  264242282 |  264242309 | 0101000020110F00004107FA60EFCD63C182D2322C056C5541
    6025414 |  790915394 | 0101000020110F000048BE22DC22CE63C14BF524FF87665541
    6025414 |  790915394 | 0101000020110F000048BE22DC22CE63C14BF524FF87665541
    6025414 |  790915394 | 0101000020110F000048BE22DC22CE63C14BF524FF87665541
    6025414 |  790915394 | 0101000020110F000048BE22DC22CE63C14BF524FF87665541
    6025414 |  790915394 | 0101000020110F000048BE22DC22CE63C14BF524FF87665541
    6025414 |  790915394 | 0101000020110F000048BE22DC22CE63C14BF524FF87665541
    6025414 |  790915394 | 0101000020110F000048BE22DC22CE63C14BF524FF87665541
    6025414 |  790915394 | 0101000020110F000048BE22DC22CE63C14BF524FF87665541
  264242282 |  264242309 | 0101000020110F00004107FA60EFCD63C182D2322C056C5541
  264242282 |  264242309 | 0101000020110F00004107FA60EFCD63C182D2322C056C5541
  264242282 |  264242309 | 0101000020110F00004107FA60EFCD63C182D2322C056C5541
  264242282 |  264242309 | 0101000020110F00004107FA60EFCD63C182D2322C056C5541
  264242282 |  264242309 | 0101000020110F00004107FA60EFCD63C182D2322C056C5541
  264242282 |  264242309 | 0101000020110F00004107FA60EFCD63C182D2322C056C5541
  264242282 |  264242309 | 0101000020110F00004107FA60EFCD63C182D2322C056C5541
  636383878 |  732915479 | 0101000020110F0000A30113EA42CE63C1B17C675F8A705541
   47200896 |   47201000 | 0101000020110F000048833D6506CD63C18770E3CB7D775541
   47200896 |   47201000 | 0101000020110F000048833D6506CD63C18770E3CB7D775541
   47200896 |   47201000 | 0101000020110F000048833D6506CD63C18770E3CB7D775541
   47200896 |   47201000 | 0101000020110F000048833D6506CD63C18770E3CB7D775541
   47200896 |   47201000 | 0101000020110F000048833D6506CD63C18770E3CB7D775541
   47200896 |   47201000 | 0101000020110F000048833D6506CD63C18770E3CB7D775541
   47200896 |   47201000 | 0101000020110F000048833D6506CD63C18770E3CB7D775541
   47200896 |   47201000 | 0101000020110F000048833D6506CD63C18770E3CB7D775541
  636383878 |  732915479 | 0101000020110F0000A30113EA42CE63C1B17C675F8A705541
  636383878 |  732915479 | 0101000020110F0000A30113EA42CE63C1B17C675F8A705541
  636383878 |  732915479 | 0101000020110F0000A30113EA42CE63C1B17C675F8A705541
  636383878 |  732915479 | 0101000020110F0000A30113EA42CE63C1B17C675F8A705541
  636383878 |  732915479 | 0101000020110F0000A30113EA42CE63C1B17C675F8A705541
  636383878 |  732915479 | 0101000020110F0000A30113EA42CE63C1B17C675F8A705541
  636383878 |  732915479 | 0101000020110F0000A30113EA42CE63C1B17C675F8A705541
  264242282 |  264242309 | 0101000020110F00004107FA60EFCD63C182D2322C056C5541
  824030028 |  824030031 | 0101000020110F00001E7FFFC7A5CB63C1BBF93F2E86665541
  824030028 |  824030031 | 0101000020110F00001E7FFFC7A5CB63C1BBF93F2E86665541
  824030028 |  824030031 | 0101000020110F00001E7FFFC7A5CB63C1BBF93F2E86665541
  824030028 |  824030031 | 0101000020110F00001E7FFFC7A5CB63C1BBF93F2E86665541
  824030028 |  824030031 | 0101000020110F00001E7FFFC7A5CB63C1BBF93F2E86665541
  824030028 |  824030031 | 0101000020110F00001E7FFFC7A5CB63C1BBF93F2E86665541
  824030028 |  824030031 | 0101000020110F00001E7FFFC7A5CB63C1BBF93F2E86665541
  824030028 |  824030031 | 0101000020110F00001E7FFFC7A5CB63C1BBF93F2E86665541
    6025414 |  790915394 | 0101000020110F000048BE22DC22CE63C14BF524FF87665541
    6025414 |  790915394 | 0101000020110F000048BE22DC22CE63C14BF524FF87665541
    6025414 |  790915394 | 0101000020110F000048BE22DC22CE63C14BF524FF87665541
    6025414 |  790915394 | 0101000020110F000048BE22DC22CE63C14BF524FF87665541
    6025414 |  790915394 | 0101000020110F000048BE22DC22CE63C14BF524FF87665541
    6025414 |  790915394 | 0101000020110F000048BE22DC22CE63C14BF524FF87665541
    6025414 |  790915394 | 0101000020110F000048BE22DC22CE63C14BF524FF87665541
    6025414 |  790915394 | 0101000020110F000048BE22DC22CE63C14BF524FF87665541
  264242282 |  264242309 | 0101000020110F00004107FA60EFCD63C182D2322C056C5541
  264242282 |  264242309 | 0101000020110F00004107FA60EFCD63C182D2322C056C5541
  264242282 |  264242309 | 0101000020110F00004107FA60EFCD63C182D2322C056C5541
  264242282 |  264242309 | 0101000020110F00004107FA60EFCD63C182D2322C056C5541
  264242282 |  264242309 | 0101000020110F00004107FA60EFCD63C182D2322C056C5541
  264242282 |  264242309 | 0101000020110F00004107FA60EFCD63C182D2322C056C5541
  264242282 |  264242309 | 0101000020110F00004107FA60EFCD63C182D2322C056C5541
  766381155 |  766381166 | 0101000020110F00007D0BB5048DCF63C13F18649BDE705541
   47200896 |   47201000 | 0101000020110F000048833D6506CD63C18770E3CB7D775541
   47200896 |   47201000 | 0101000020110F000048833D6506CD63C18770E3CB7D775541
   47200896 |   47201000 | 0101000020110F000048833D6506CD63C18770E3CB7D775541
   47200896 |   47201000 | 0101000020110F000048833D6506CD63C18770E3CB7D775541
   47200896 |   47201000 | 0101000020110F000048833D6506CD63C18770E3CB7D775541
   47200896 |   47201000 | 0101000020110F000048833D6506CD63C18770E3CB7D775541
   47200896 |   47201000 | 0101000020110F000048833D6506CD63C18770E3CB7D775541
   47200896 |   47201000 | 0101000020110F000048833D6506CD63C18770E3CB7D775541
  766381155 |  766381166 | 0101000020110F00007D0BB5048DCF63C13F18649BDE705541
  766381155 |  766381166 | 0101000020110F00007D0BB5048DCF63C13F18649BDE705541
  766381155 |  766381166 | 0101000020110F00007D0BB5048DCF63C13F18649BDE705541
  766381155 |  766381166 | 0101000020110F00007D0BB5048DCF63C13F18649BDE705541
  766381155 |  766381166 | 0101000020110F00007D0BB5048DCF63C13F18649BDE705541
  766381155 |  766381166 | 0101000020110F00007D0BB5048DCF63C13F18649BDE705541
  766381155 |  766381166 | 0101000020110F00007D0BB5048DCF63C13F18649BDE705541
  636383878 |  732915479 | 0101000020110F0000A30113EA42CE63C1B17C675F8A705541
  636383878 |  732915479 | 0101000020110F0000A30113EA42CE63C1B17C675F8A705541
  636383878 |  732915479 | 0101000020110F0000A30113EA42CE63C1B17C675F8A705541
  636383878 |  732915479 | 0101000020110F0000A30113EA42CE63C1B17C675F8A705541
  636383878 |  732915479 | 0101000020110F0000A30113EA42CE63C1B17C675F8A705541
  636383878 |  732915479 | 0101000020110F0000A30113EA42CE63C1B17C675F8A705541
  636383878 |  732915479 | 0101000020110F0000A30113EA42CE63C1B17C675F8A705541
  636383878 |  732915479 | 0101000020110F0000A30113EA42CE63C1B17C675F8A705541
  101142016 |  199807583 | 0101000020110F000072B1EDBFE5CE63C176A3A3865B715541
  101142016 |  199807583 | 0101000020110F000072B1EDBFE5CE63C176A3A3865B715541
  101142016 |  199807583 | 0101000020110F000072B1EDBFE5CE63C176A3A3865B715541
  101142016 |  199807583 | 0101000020110F000072B1EDBFE5CE63C176A3A3865B715541
  101142016 |  199807583 | 0101000020110F000072B1EDBFE5CE63C176A3A3865B715541
  101142016 |  199807583 | 0101000020110F000072B1EDBFE5CE63C176A3A3865B715541
  101142016 |  199807583 | 0101000020110F000072B1EDBFE5CE63C176A3A3865B715541
  101142016 |  199807583 | 0101000020110F000072B1EDBFE5CE63C176A3A3865B715541
  240077392 |  240077412 | 0101000020110F0000DCCE8850B8CC63C178004FC28B7A5541
  240077392 |  240077412 | 0101000020110F0000DCCE8850B8CC63C178004FC28B7A5541
  240077392 |  240077412 | 0101000020110F0000DCCE8850B8CC63C178004FC28B7A5541
  240077392 |  240077412 | 0101000020110F0000DCCE8850B8CC63C178004FC28B7A5541
  240077392 |  240077412 | 0101000020110F0000DCCE8850B8CC63C178004FC28B7A5541
  240077392 |  240077412 | 0101000020110F0000DCCE8850B8CC63C178004FC28B7A5541
  240077392 |  240077412 | 0101000020110F0000DCCE8850B8CC63C178004FC28B7A5541
  240077392 |  240077412 | 0101000020110F0000DCCE8850B8CC63C178004FC28B7A5541
  766381155 |  766381166 | 0101000020110F00007D0BB5048DCF63C13F18649BDE705541
 1026258371 | 1026258376 | 0101000020110F000081CBFB5C2ECA63C12403FF3BCC685541
 1026258371 | 1026258376 | 0101000020110F000081CBFB5C2ECA63C12403FF3BCC685541
 1026258371 | 1026258376 | 0101000020110F000081CBFB5C2ECA63C12403FF3BCC685541
 1026258371 | 1026258376 | 0101000020110F000081CBFB5C2ECA63C12403FF3BCC685541
 1026258371 | 1026258376 | 0101000020110F000081CBFB5C2ECA63C12403FF3BCC685541
 1026258371 | 1026258376 | 0101000020110F000081CBFB5C2ECA63C12403FF3BCC685541
 1026258371 | 1026258376 | 0101000020110F000081CBFB5C2ECA63C12403FF3BCC685541
 1026258371 | 1026258376 | 0101000020110F000081CBFB5C2ECA63C12403FF3BCC685541
  824030028 |  824030031 | 0101000020110F00001E7FFFC7A5CB63C1BBF93F2E86665541
  824030028 |  824030031 | 0101000020110F00001E7FFFC7A5CB63C1BBF93F2E86665541
  824030028 |  824030031 | 0101000020110F00001E7FFFC7A5CB63C1BBF93F2E86665541
  824030028 |  824030031 | 0101000020110F00001E7FFFC7A5CB63C1BBF93F2E86665541
  824030028 |  824030031 | 0101000020110F00001E7FFFC7A5CB63C1BBF93F2E86665541
  824030028 |  824030031 | 0101000020110F00001E7FFFC7A5CB63C1BBF93F2E86665541
  824030028 |  824030031 | 0101000020110F00001E7FFFC7A5CB63C1BBF93F2E86665541
  824030028 |  824030031 | 0101000020110F00001E7FFFC7A5CB63C1BBF93F2E86665541
  766381155 |  766381166 | 0101000020110F00007D0BB5048DCF63C13F18649BDE705541
  766381155 |  766381166 | 0101000020110F00007D0BB5048DCF63C13F18649BDE705541
  766381155 |  766381166 | 0101000020110F00007D0BB5048DCF63C13F18649BDE705541
  766381155 |  766381166 | 0101000020110F00007D0BB5048DCF63C13F18649BDE705541
  766381155 |  766381166 | 0101000020110F00007D0BB5048DCF63C13F18649BDE705541
  766381155 |  766381166 | 0101000020110F00007D0BB5048DCF63C13F18649BDE705541
  766381155 |  766381166 | 0101000020110F00007D0BB5048DCF63C13F18649BDE705541
  766018707 |  766381168 | 0101000020110F000062BAECA1A5CF63C1A91B4AC490715541
  766018707 |  766381168 | 0101000020110F000062BAECA1A5CF63C1A91B4AC490715541
  766018707 |  766381168 | 0101000020110F000062BAECA1A5CF63C1A91B4AC490715541
  766018707 |  766381168 | 0101000020110F000062BAECA1A5CF63C1A91B4AC490715541
  766018707 |  766381168 | 0101000020110F000062BAECA1A5CF63C1A91B4AC490715541
  766018707 |  766381168 | 0101000020110F000062BAECA1A5CF63C1A91B4AC490715541
  766018707 |  766381168 | 0101000020110F000062BAECA1A5CF63C1A91B4AC490715541
  766018707 |  766381168 | 0101000020110F000062BAECA1A5CF63C1A91B4AC490715541
  101142016 |  199807583 | 0101000020110F000072B1EDBFE5CE63C176A3A3865B715541
  101142016 |  199807583 | 0101000020110F000072B1EDBFE5CE63C176A3A3865B715541
  101142016 |  199807583 | 0101000020110F000072B1EDBFE5CE63C176A3A3865B715541
  101142016 |  199807583 | 0101000020110F000072B1EDBFE5CE63C176A3A3865B715541
  101142016 |  199807583 | 0101000020110F000072B1EDBFE5CE63C176A3A3865B715541
  101142016 |  199807583 | 0101000020110F000072B1EDBFE5CE63C176A3A3865B715541
  101142016 |  199807583 | 0101000020110F000072B1EDBFE5CE63C176A3A3865B715541
  101142016 |  199807583 | 0101000020110F000072B1EDBFE5CE63C176A3A3865B715541
    6031258 |   22560951 | 0101000020110F0000EDD9EBB0C5CE63C1AA5E183C56725541
    6031258 |   22560951 | 0101000020110F0000EDD9EBB0C5CE63C1AA5E183C56725541
    6031258 |   22560951 | 0101000020110F0000EDD9EBB0C5CE63C1AA5E183C56725541
    6031258 |   22560951 | 0101000020110F0000EDD9EBB0C5CE63C1AA5E183C56725541
    6031258 |  199761254 | 0101000020110F00005B22ACA2C5CE63C1A6496A9AA2715541
    6031258 |  199761254 | 0101000020110F00005B22ACA2C5CE63C1A6496A9AA2715541
    6031258 |  199761254 | 0101000020110F00005B22ACA2C5CE63C1A6496A9AA2715541
    6031258 |  199761254 | 0101000020110F00005B22ACA2C5CE63C1A6496A9AA2715541
    6031258 |   22560951 | 0101000020110F0000EDD9EBB0C5CE63C1AA5E183C56725541
    6031258 |   22560951 | 0101000020110F0000EDD9EBB0C5CE63C1AA5E183C56725541
    6031258 |   22560951 | 0101000020110F0000EDD9EBB0C5CE63C1AA5E183C56725541
    6031258 |   22560951 | 0101000020110F0000EDD9EBB0C5CE63C1AA5E183C56725541
    6031258 |  199761254 | 0101000020110F00005B22ACA2C5CE63C1A6496A9AA2715541
    6031258 |  199761254 | 0101000020110F00005B22ACA2C5CE63C1A6496A9AA2715541
    6031258 |  199761254 | 0101000020110F00005B22ACA2C5CE63C1A6496A9AA2715541
    6031258 |  199761254 | 0101000020110F00005B22ACA2C5CE63C1A6496A9AA2715541
    6032419 |  947995859 | 0101000020110F00008A04D2A78ACD63C1742B4F2BBD715541
    6032419 |  947995859 | 0101000020110F00008A04D2A78ACD63C1742B4F2BBD715541
    6032419 |  947995859 | 0101000020110F00008A04D2A78ACD63C1742B4F2BBD715541
    6032419 |  947995859 | 0101000020110F00008A04D2A78ACD63C1742B4F2BBD715541
    6032419 |  947995859 | 0101000020110F00008A04D2A78ACD63C1742B4F2BBD715541
    6032419 |  947995859 | 0101000020110F00008A04D2A78ACD63C1742B4F2BBD715541
    6032419 |  947995859 | 0101000020110F00008A04D2A78ACD63C1742B4F2BBD715541
    6032419 |  947995859 | 0101000020110F00008A04D2A78ACD63C1742B4F2BBD715541
  240077392 |  240077412 | 0101000020110F0000DCCE8850B8CC63C178004FC28B7A5541
  240077392 |  240077412 | 0101000020110F0000DCCE8850B8CC63C178004FC28B7A5541
  240077392 |  240077412 | 0101000020110F0000DCCE8850B8CC63C178004FC28B7A5541
  240077392 |  240077412 | 0101000020110F0000DCCE8850B8CC63C178004FC28B7A5541
  240077392 |  240077412 | 0101000020110F0000DCCE8850B8CC63C178004FC28B7A5541
  240077392 |  240077412 | 0101000020110F0000DCCE8850B8CC63C178004FC28B7A5541
  240077392 |  240077412 | 0101000020110F0000DCCE8850B8CC63C178004FC28B7A5541
  240077392 |  240077412 | 0101000020110F0000DCCE8850B8CC63C178004FC28B7A5541
  766018707 |  766381168 | 0101000020110F000062BAECA1A5CF63C1A91B4AC490715541
 1026258371 | 1026258376 | 0101000020110F000081CBFB5C2ECA63C12403FF3BCC685541
 1026258371 | 1026258376 | 0101000020110F000081CBFB5C2ECA63C12403FF3BCC685541
 1026258371 | 1026258376 | 0101000020110F000081CBFB5C2ECA63C12403FF3BCC685541
